Codigo,Descripcion,Familia,Stock
V01VAD78060-06,*** ARNES+CORREA CONEJO AZUL,NOBBY,5
V01VAD78514-34,*** CORREA SUAVE AGARRE TURQUE S,NOBBY,3
V01VAD79281,& BOZAL NYLON REGULABLE T-0 S,NOBBY,59
V01VAD79370,CLICKER adiestra. se¤al acustica,NOBBY,5
V01VAD80093,PALETA PALA HIGIENICA,NOBBY,13
V01VAD80110,DISPLAY JUGUETE RATONES 140 piez,NOBBY,42
V01VAD80401-32,*** COLLAR NYLON CAMUFL XS-S AZ,NOBBY,2
V01VAD80523-04,COLLAR NEOPRENO CLASSIC M-L NAR,NOBBY,8
V01VAD80523-05,COLLAR NEOPRENO CLASSIC M-L NEGR,NOBBY,19
V01VAD80624-01,ARNES MESH REFLEC. ROJO T-XS,NOBBY,22
V01VAD80664-06,*** ARNES NEOPRENO MINI AZUL,NOBBY,2
V021666,EXPOSITOR RAW 40 CM,DAPAC PREMIUM SNACK,9
V02251394,CALES PAJAROS( PERIQ-CANAR)(12U,PAJAROS,6
V027003020-TIEND,SNACKS ANC POLLO 70 G BOLSITA,DAPAC PREMIUM SNACK,0
V02723948,DISPLAY SNACKS GRAIN FREE POLLO,DAPAC PREMIUM SNACK,19
V02750365,DAPAC STICKS CONEJOS ZANAH.112 G,DAPAC PREMIUM SHAMBI,30
V02A16,ENC.JAULA LORO BADAJOZ 80x80x150,PAJAROS,0
V02AC3AFR06AT,FRESH ACEITE DE ATUN 250 ML.,DAPAC PREMIUM SNACK,33
V02ANK1033,COMEDERO INOX. BASE SILICON 25 C,ARTICULOS VP,58
V02ANK1034,COMEDERO INOX. BASE SILICON 28 C,ARTICULOS VP,28
V02ANK1035,COMEDERO INOX.ANTIDE. SILICO 11C,ARTICULOS VP,25
V02DA1401CHBLB,SHINE PAWS CHAMPU BLACK& 300 ML.,DAPAC PREMIUM SHINE,17
V02DMDT2084,DM COCODRILO TIRADOR DOBLE NUDO,JUGUETES DAPAC,14
V02DMDT2101,DM GUACAMAYO MENTA 30 CM.,JUGUETES DAPAC,17
V02DMDT2103-1,DM GUACAMAYO AZUL 30 CM.,JUGUETES DAPAC,13
V02DMJY63408-1,DM HUESO PESA YUTE 20 CM.,JUGUETES DAPAC,39
V02DMJY65161-1,DM HUESO YUTE ROJO&AZUL 23 CM.,JUGUETES DAPAC,15
V02FN15-TIENDA,HUESITOS PATO 1 Ud.,DAPAC PREMIUM SNACK,0
V02FN16-TIENDA,STICKS DE POLLO 1 Ud.,DAPAC PREMIUM SNACK,0
V02FN19,EXP. DONUTS PATO 10 Udes.,DAPAC PREMIUM SNACK,0
V02FPC00185,DISPLAY FRESH PILLOW POLLO 40GR,DAPAC PREMIUM SNACK,3
/17,,,0
/24,CARGO,,0
/56,ABONO,,0
/83,,,0
0708611,PAVO PODO START 20 KG.,ALIMENTO - CABALLOS,1
12104WF2B,"ZEN DOG FISH, SALMON 2,5 K""21,90",DAPAC SUPER PREMIUM ZEN,57
12179150,VASOS MEDIDORES ZEN GRAIN FREE,,62
121DAT21PC1A,ZEN POUCHES PAVO 12x100 GR.,DAPAC SUPER PREMIUM ZEN,10
122DAJ06ML2B,"LOW ZEN ADUL LIGHT 2,5 KG(19,90)",DAPAC SUPER PREMIUM LOW ZEN,45
123DAL53AD03C,"FRESH COMPLET MEDITERR 3 K""14,50",DAPAC PREMIUM FRESH,102
19075,DOSSIER ZEN,,100
A1810010609,BOZAL CESTA PLASTI.N§ .6 NEGRO,ARPPE,5
A2252015093,*** CORREA NYLON REDON NEGRO 5x9,ARPPE,10
A2620013501, IMPERMEABLE ROJO 35 CM.,ARPPE,3
A2620015001, IMPERMEABLE ROJO 50 CM.,ARPPE,2
A97500290,ESLABON EDUCATIVO GRANDE,ARPPE,24
AG10000180,AGV DAPAC PERDICES 1¦ EDAD 25KG,AGROVECO,2
DOG0208,CUNA PREMIUM PANA HUESO 45 CM.,PERIS TEXTIL,6
FOP25150070,BANDEJA GATO CON MARCO 53x38x16,ACCESORIOS DAPAC,17
FOP25730088,CUNA DE PLASTICO 4 95 CM.MOCCA,ACCESORIOS DAPAC,8
FOP40159070,*** COMEDERO TRANSP. VOYAGUER,ACCESORIOS DAPAC,30
FOP65014100,"*** COLLAR X-TREME T-XS 36x1,5",ACCESORIOS DAPAC,1
M47001132,MONGE DOG ADULTO CORDERO 12 KG.,MONGE,0
M47008175,"FELINE DIABETIC 1,5 KG  (w/d)",MONGE,5
P1175601000,TAMAR TEST KIT CLORO +PH gota,TAMAR PISCINAS,13
PAMG2188,SUPERCAT TRAMPA PARA TOPOS,CABALLOS ACCESORIOS,2
PORTES,PORTE PROVEEDORES,TRANSPORTE CLIENTES,0
PRAS101,"DIFUSOR CILINDRICO 2,5 CM.",PECES,24
PRBC001,"BIOCLARO 10x10x6,5 (2 esponjas)",PECES,13
PRCCAR,CLAROCAR 300 GR.(super carbon),PECES,18
PRCDRM100.3,COLDWATER GRAN. MINI 45g 100ml,PECES,24
PRCIBO5,WEEK END FOOD 5 TABLET(fin de se,PECES,3
PRGP100,GOLDFISH PREMIUM 20 GR(agua fria,PECES,3
PRTARVEG3200,"enc O TARVEGETAL 2,3 KG./10,5L",PECES,1
RA3502007,"ENLACE R/M 16x1/2"" MARRON 5/UNID",JARDINERIA - SEMILLAS,3
REP11015,HORCA 5 DIENTES MANGO ANILLA,JARDINERIA - SEMILLAS,2
REP12783,GRASA LUBRICANTE BASE LITIO 450G,JARDINERIA - SEMILLAS,1
REP19678,ESCOBA JARDIN METAL.15 DIENT C/M,JARDINERIA - SEMILLAS,3
REP255532,DERIVACION PRO METAL 2 SALIDAS,JARDINERIA - SEMILLAS,3
S0004,PLANTAS Huerto Tom-Pim-etc(4 eu),JARDINERIA - SEMILLAS,-8
S011725,CEBOLLA BABOSA SELEC.PRIMOSA,JARDINERIA - SEMILLAS,4
S730163,ANTI CARACOLES TALQUERA 300 ML.,JARDINERIA - SEMILLAS,1
SA33530000,*** BOLSA ASEO JUMBO 6 un (67x48,,7
TX67820,SUDADERA ROCKVILLE AZUL T-XXS,ARTICULOS VP,1
USTV371,RECARGA CEBO PARA TRAMPA AVISPA,JARDINERIA - SEMILLAS,2
V011811AZ3XL,IMPERMEABLE C/ARNES AZUL T-3XL,ARTICULOS VP,4
V011811AZM,IMPERMEABLE C/ARNES AZUL T-M,ARTICULOS VP,4
V01VAD60470,*** JUGUETE DENTAL PELOTA 7cm,NOBBY,4
V01VAD72598-TIEN,*** PINZAS GARRAPATAS 1 Unidad,NOBBY,6
V01VAD73160-06,CORREA CLASSIC NYLON AZUL T-XS,NOBBY,16
V01VAD73165-06,*** ARNES CLASS NYLON AZUL XS-S,NOBBY,5
V01VAD74701-05,*** COLLAR CLASS NYLO NEGRO XS-S,NOBBY,5
V01VAD75749,BOTA NEOPRENO T-XXL(2 unidades),NOBBY,28
V01VAD76297,FILTRO CASETA DE ASEO 2 unidades,NOBBY,20
V01VAD78314,& CHALECO PERRO REFLECTANTE T-S,NOBBY,6
V01VAD78500-06, COLLAR NYLON MINI 10x13 AZUL,NOBBY,3
V01VAD78509-05,& COLLAR SUAVE AGARRE NEGR T-XXS,NOBBY,16
V01VAD78511-34,COLLAR SUAVE AGARRE TURQUE T-S-M,NOBBY,6
V01VAD78513-77,COLLAR SUAVE FUCSIA T-L-XL,NOBBY,1
V01VAD79285,& BOZAL NYLON REGULABLE T-4 2XL,NOBBY,41
V01VAD80520-06,*** COLLAR NEOPRENO XS AZUL,NOBBY,4
V01VAD80521-05,COLLAR NEOPRENO CLASSIC XS-S NG,NOBBY,3
V01VAD80662-23,*** CORREA NEOPRENO MINI MARRON,NOBBY,3
V01VAD80662-39,*** CORREA NEOPRENO MINI VERDE,NOBBY,5
V01VAD80703-06,COLLAR NYLON CORDA T-M/L AZUL,NOBBY,2
V01VAD88775,*** COLLAR GATO FLORES,NOBBY,4
V021469,RATATACK RATICIDA BLOQUE 150 GR.,PRODUCTOS FARMACIA S/RECETA,36
V021470,"RATATACK RATICIDA BLOQUE 300""NUE",PRODUCTOS FARMACIA S/RECETA,10
V02251356-TIENDA,"BLOQUE TORTUGA GR "" CAL""1-bloque",PECES,0
V02252919,PET SANA CLUMPCAT MARSELLA 10L,ARTICULOS VP,77
V024590,DAPAC STICKS AGAPORNI MIEL 112gr,DAPAC PREMIUM SHAMBI,38
V02729353-TIENDA,SNACKS EASY BARRITAS LIGHT,DAPAC PREMIUM SNACK,-8
V02C15,PIE C15 ELDA 40x150 CM.,PAJAROS,2
V02CAL0191,BEBEDERO ROEDOR 150 (18-EXP),NOBBY,32
V02DA1401RCAL,SHINE PAWS ACONDI ALOE VERA 300M,DAPAC PREMIUM SHINE,11
V02DMJY61411,DM HUESO CILINDRO VERDE 33 CM.,JUGUETES DAPAC,21
V02FN10-TIENDA,PALITOS BUEY 1 Ud,DAPAC PREMIUM SNACK,1
V02FN17-TIENDA,AROS DE POLLO 1 Ud.,DAPAC PREMIUM SNACK,0
V02FN18,EXP. DONUTS CHICKEN 10 Udes.,DAPAC PREMIUM SNACK,0
V02FN18B-2,FRESH DONUT DE POLLO 10 Udes.,DAPAC PREMIUM SNACK,0
V02FN20B,FRESH ROLLITOS DE POLLO 12 Udes.,DAPAC PREMIUM SNACK,3
V02FPC00139,DISPLAY FRESH PILLOW SALMàN 40GR,DAPAC PREMIUM SNACK,6
V02FR22,RAW HOCICOS NATURALES BUFALO 12U,DAPAC PREMIUM SNACK,5
V02FR33,RAW ESOFAGO HUECO BUFALO 250 G,DAPAC PREMIUM SNACK,11
V02DMDT2328,DM MONSTRUO ENRABIETADO,JUGUETES DAPAC,24
V02DMESC04M,JUGUETE EXTRA STRONG CHEWERS T-M,ARTICULOS VP,23
V02DMJY64159,DM CORAZON CUERDA TRENZADA 12 CM,JUGUETES DAPAC,134
V02DMSC01M,JUGUETE STRONG CHEWERS T-M,ARTICULOS VP,21
V02DMSC02L,JUGUETE STRONG CHEWERS T-L,ARTICULOS VP,16
V02DNK06007,SHAMBI LOROS EXTRA 600 GR.,DAPAC PREMIUM SHAMBI,66
V02FD07,DISPLAY DENTALS MEATY STICKS MIX,DAPAC PREMIUM SNACK,4
V02FN14-TIENDA,AROS DE PATO 1 Unid.,DAPAC PREMIUM SNACK,0
V02FN22,HUESO GRANEL MUNCHIS 25 Udes.,DAPAC PREMIUM SNACK,6
V02FN26-TIENDA,BOCADITOS PATO BITES (1 UNIDAD),DAPAC PREMIUM SNACK,0
V02FN33-TIENDA,FRESH MONEDITAS PATO 100 GR.,DAPAC PREMIUM SNACK,0
V02FNRPB06,HUESO PRENSADO 26 CM. 250 GR.,DAPAC PREMIUM SNACK,45
V02FR40,RAW LABIOS DE RES 500 GR.( Bolsa,DAPAC PREMIUM SNACK,32
V02FR46,RAW OREJA DE CONEJO S/PEL 200 GR,DAPAC PREMIUM SNACK,40
V02JR2,JAULA R2 CONEJOS 69x45x36,PAJAROS,0
V02KMC2237,*** KM RATON+PELOTA SISAL AZUL,ARTICULOS VP,27
V02KMCT19061,KM 2 RATONES ROSA CLARO&AZUL CLA,JUGUETES DAPAC,28
V02KMCT19291,KM CONEJITO DE PUNTO CON CATNIP,JUGUETES DAPAC,31
V02PETS429,PS CORTANUDOS LATERAL 9 HOJAS,ARTICULOS VP,31
V02PETS727267,PET SANA CHAMPU ACEITE VISON 300,PELUQUERIA Y LIMPIEZA,30
V02PPBD2,EXP. PORTA POOBAGS GREEN 12 Udes,ARTICULOS VP,12
V02PR258973,DAPAC GAMMARUS 10G/ 100ML,DAPAC ACUARIOFILIA,62
V02PR259017,DAPAC TORTUGA MINI 35G/100ml,DAPAC ACUARIOFILIA,15
V02SUM0003,PELOTA DURA PERFUMADA 6 CM.,JUGUETES DAPAC,-1
V02SUM0016,JUGUETE HUESO DENTAL ESTRI 16C,JUGUETES DAPAC,3
V02VD801-G,PARQUE MALLA EXTERIOR 8 PANELES,ARTICULOS VP,1
V031110015,EFFIPRO SPRAY 250 ML.,PROYMA FARMACIA,5
V031250240,SCALIBOR GRANDE 65cm 12meses 20u,PROYMA FARMACIA,179
V0319400316,"EFFITIX 1,5-4 KG. (XS) 24 PIP.",PROYMA FARMACIA,2
V04,DESCUENTO MES VETNOVA,VETNOVA,0
V07A352,Enc. MOSER RECALCES METALICOS,ARTERO,0
V07A449,ACEITE AESCULAP 90 ML.,ARTERO,4
V07C626,ARTERO CUCHILLA SIZE-5  6 mm,ARTERO,2
V07H623,ARTERO CHAMPU VITALIZANTE 5 L.,ARTERO,4
V07H634,ART ACONDICIONADOR FLASH 300 ML.,ARTERO,37
V07H674,ENC ARTERO STATIC CONTROL 150ML,ARTERO,0
V07H765,ARTERO PERFUME DETOX 90 ML.,ARTERO,9
V07P462,"Enc. ARTERO DESLANADOR 8,5 CM.",ARTERO,0
V07P938,ARTERO CARDA PUA PROTEG. T-M,ARTERO,13
V07P962,Enc.ARTERO LIMA,ARTERO,0
V07Y447,ARTERO SPRAY REFRIGERANTE OIL-FR,ARTERO,9
V10612169,ACOPLE COLLERA NYLON ESPA¥A 10C,COLLARES,16
V1070101, CORREA C/ CADENA 100x2 ROJA,COLLARES,1
V152222,FELIWAY DIFUSOR+RECAMBIO 48 ml.,PROYMA FARMACIA,1
V18CL20T5251P,FLEXI NEW CINTA M ROSA 5m,FLEXI,9
V18CL21T5251SNE,FLEXI NEON CINTA AMARILLO T-M 5m,FLEXI,14
V18GT3251SNEO22,FLEXI GIGANTE NEGRO 8 MTS.,FLEXI,12
V21026110000,HENERA PARED STUBBS S14,ZALDI,1
V21129070500,EFFAX GRASA CUERO LEA.BALM 500 M,ZALDI,2
V21133180500,"EFFOL CARAMELOS APPLE-CRUN.0,5 K",ZALDI,4
V21192110000,CARR & DAY JABONCILLO (STEP 1) T,ZALDI,2
V24571/1,COLCHON ANTIMANCHAS CHOCO 70x50,GAMAR - CUNAS,7
V25150117,DENTICAN CEPILLO DENTAL,ARTICULOS VP,24
V262550,CALCIUM BLOK+MINERALES 200 LOROS,KIKI,28
V2630515,KIKI MAX MENU HAMSTER 1 KG.(5),KIKI,41
V26520,KIKI PALOMA MENSAJERA SPORT 25KG,KIKI,6
V26717,KIKI MEZCLA SISAL NIDOS 500 GR.,KIKI,5
V26863,Enc KIKI FIBRA COCO NIDOS Peque¤,KIKI,0
V2910927,BEBEDERO CUBO METALICO PINTA.4 L,GAUN,1
V2910936,BEBEDERO AVES ECO 3 LTS. PISTACH,GAUN,9
V2911902,FLOTADOR MOD.C ENTRADA VERTICAL,GAUN,23
V2924550,BEBEDERO GAUN AUTOMATICO.,GAUN,12
V2925502,FILTRO CON LLAVE,GAUN,0
V2926105,COMEDERO FORRAJERA ROEDORES,GAUN,5
V2930245,BEBEDERO PALOMOS DESMONTABLE 2 L,GAUN,3
V2930902,FLOTADOR PLANO ENTRADA HORIZONTA,GAUN,6
V2960310,CUBO TERNEROS 8 Lts.,GAUN,3
V2971030,BEBEDERO PERROS ALTA PRESION,GAUN,24
V3043735W,"FUENTE MINI BEBEDERO FLOR 1,5 L.",HAGEN,1
V3043739,CATIT FILTRO TRIPLE ACCION,HAGEN,5
V31104646,PEDIGRE RODEO BUEY 4 TIRAS (20,MARS,2
V31360009,CESAR SENIOR 150 GR(14),MARS,3
V31434524,CESAR MULTIPACK HUERTA 3x8x150 G,MARS,7
V31462577,WHISKAS CATIS CREA SALMO 11*4*10,MARS,1
V31473517,WHISKAS DENBITES  6*40 GR,MARS,5
V31474842,SHEBA FINESSE TRA CHICKE 22*85,MARS,6
V33PSM05000,SHAMBI PALOMA S/ MAIZ  5 KG,DAPAC PREMIUM SHAMBI,1
V33ZBC740496,LECHE ZEN CAT BABY+BIBERON 300 G,DAPAC SUPER PREMIUM ZEN,28
V33ZBD740489,LECHE ZEN DOG BABY+BIBER 300 GR.,DAPAC SUPER PREMIUM ZEN,31
V45BBX2011,SNACK ROEDOR GOTAS BAYAS 75 GR.,BUBIMEX,50
V45BBX2024,FLORES DE JARDIN CHINCHILLA 50gr,BUBIMEX,16
V45BBX25102,Collar Nylon Verde 15mm 30/45 cm,BUBIMEX,15
/13,,,0
/3,,,0
/30,CARGO,,0
/32,CARGO,,0
/61,,,0
/74,,,0
0708618,PAVO TRIPLE P 15 KG.,ALIMENTO - CABALLOS,10
070FP01,PAVO CARE4LIFE 15 KG.,ALIMENTO - CABALLOS,5
070FP03,PAVO SLOBBER MASH 15 KG.,ALIMENTO - CABALLOS,1
09070910-B,VIRUTA CABALLO 18 K LIMP P. VENT,CABALLOS ACCESORIOS,8
0930016,CALEYA HENO RAYGRASS INGLES 80L,ALIMENTO - CABALLOS,242
0930055,"PAQUETE HENO 24,38 Kg -MUY VERDE",ALIMENTO - CABALLOS,147
120DOG25003,"DOG SUM SUM ADULT POLLO-TERN 3,5",DAPAC PREMIUM SUMUM,173
120DOG3215,DOG one ALTA ENERGIA 20 KG,DAPAC PREMIUM ONE CAT/DOG,78
121DAT23PB1A-TIE,ZEN POUCHES PESCADO 100 GR.,DAPAC SUPER PREMIUM ZEN,9
121DAT24PV1A,ZEN POUCHES CERDO 12x100 GR.,DAPAC SUPER PREMIUM ZEN,20
122DAC52AD5B,"LOW ZEN CAT ADULT 1,5 KG.(15,90)",DAPAC SUPER PREMIUM LOW CAT,30
125DAE55GA10,NEW CLASSIC CAT MIX 10 kg.,DAPAC PREMIUM ANC NEW,11
12912254219-TIEN,GOURM GOLD TERRI SALMON 85G (1),NESTLE,12
12912371089,FELIX PARTY MIX ORIGINAL 60G,NESTLE,13
12912480180-TIEN,FELIX SELE FAVORITA GELA 85 GR,NESTLE,-3
12912614183,FELIX FANTAS CARNE + SNACK 4*85,NESTLE,9
A2620014501, IMPERMEABLE ROJO 45 CM.,ARPPE,1
AG10000300,ECOLOGICO GALLINAS HAR25KG.,AGROVECO,11
AG10200162,AGV DAPAC TACOS RUMIANTES  25 KG,AGROVECO,24
AG10500331,AGV EQUUS LINE SUPER MIX 25,AGROVECO,40
AG40000042,""" ECOLOGICO"" TRIGO SACO 25KG.",AGROVECO,16
DOG0290,CAMA PINCEL AZUL 55 CM.,PERIS TEXTIL,8
DOG0291,CAMA PINCEL AZUL 70 CM.,PERIS TEXTIL,6
FOP65014200,"*** COLLAR X-TREME T-S 31/39X1,9",ACCESORIOS DAPAC,2
HENO06,SHAMBI HENO ZANAHORIA 500+200 GR,ROEDOR,133
MC03200110, COLLAR NYLON SAFARI MAR T-XS,ARTICULOS VP,1
MC08600130, PETRAL NYLON LEOPARDO 1 T-XS,ARTICULOS VP,3
P1205100050,TAMAR CLORO 5 ACCIONES TABL 5 KG,TAMAR PISCINAS,76
PA456,CUERDA CONDUCTORA BLANCA 6 mm.,CABALLOS ACCESORIOS,4
PRASANA250,AQUASANA 250 ML(anti cloro-anti,PECES,30
PRAW1200,enc ALGAE WAFER 550 GRpece fondo,PECES,1
PRMF30,MAGIC FILTER 30 (15-30 L.),PECES,20
PRMP3600,BOMBA AIRE MAGIC PUMP 3600 L/H.,PECES,1
PRQ15,"ARENA QUARZO VERDE ALPES 2,5 KG",PECES,20
PRTAVTOR,ENC FERTIL PEAT PLATE,PECES,1
PRTPH,"PRODACTEST PH 4,5 -9,0(tests agu",PECES,2
PRTR05,TERMOMETRO ACUARIO (ventosa),PECES,41
PRTROP250,TROPICAL FISH FLAKES 50 GR.,PECES,69
REP100175,HACHA 500 GR.MANGO NYLON 35 CM.,JARDINERIA - SEMILLAS,0
REP14322,ESCOBA JARDIN METAL.22 DIENT.CUR,JARDINERIA - SEMILLAS,1
REP15388,FLEXOME. CONTRA IMPACTO 5M19MM,JARDINERIA - SEMILLAS,1
REP171056,GUANTE GAHIBRE NITRILO T-7,JARDINERIA - SEMILLAS,2
REP271825,GUANTE NITRILO T-8,JARDINERIA - SEMILLAS,10
REP364403,MALLA ANTIPAJAROS 15x15 2x10 M.,JARDINERIA - SEMILLAS,3
REP373765,PULVERIZADOR OREWORK 12 LT.,JARDINERIA - SEMILLAS,1
S010104,ACELGA VERDE CORTAR S.NOMONTA,JARDINERIA - SEMILLAS,2
S094602,FLOR HERMOSA NOCHE,JARDINERIA - SEMILLAS,2
S095801,FLOR PASIONARIA TREPADORA,JARDINERIA - SEMILLAS,6
S097308,OREGANO - ORIGANUM VULGARE,JARDINERIA - SEMILLAS,3
S097312,FRESONES 4 ESTACIONES,JARDINERIA - SEMILLAS,3
SA01980000,& BOLA HAMSTER GRANDE 25 CM.,,7
V00PS06045,JUGUETE ANILLO MORDEDOR MEDIANO,JUGUETES DAPAC,12
V0117013NVNE2XL,ABRIGO NEGRO ACOLCHADO T-2XL 51C,ARTICULOS VP,1
V011802NE3XL,ABRIGO NEOPRENO NEG/RO T-3XL 56C,ARTICULOS VP,1
V01VAD50010,*** ALGODON HAMSTER 1 KG.,NOBBY,16
V01VAD72630,"& CARDA METALICA T-S 4,5x6",NOBBY,6
V01VAD73168-06,ARNES CLASSIC NYLON AZUL T-L-XL,NOBBY,8
V01VAD74702-63,*** COLLAR CLASS NYLON CORAL S-M,NOBBY,9
V01VAD74703-01,*** COLLAR CLASS NYLON ROJO M-L,NOBBY,3
V01VAD74703-63,COLLAR CLASSIC NYLON CORAL T-L-M,NOBBY,11
V01VAD76213,TRANSPORTIN NYLON T-S 48x27x25CM,NOBBY,26
V01VAD78513-34,COLLAR SUAVE TURQUESA T-L-XL,NOBBY,10
V01VAD78571-05,ACOPLE NYLON 2 PERROS NEGRO 40 C,NOBBY,25
V01VAD80521-01,COLLAR NEOPRENO CLASSIC XS-S ROJ,NOBBY,6
V01VAD80521-32,COLLAR NEOPRENO CLASSIC XS-S CEL,NOBBY,3
V01VAD80523-32,COLLAR NEOPRENO CLASSIC M-L CELE,NOBBY,17
V01VAD80524-06,COLLAR NEOPRENO CLASSIC L-XL AZU,NOBBY,6
V01VAD80531-05,ARNES NEOPRENO CLASSIC S-M NEGRO,NOBBY,16
V01VAD80532-04,ARNES NEOPRENO CLASSIC M-L NARAN,NOBBY,19
V01VAD80533-05,ARNES NEOPRENO CLASSIC T-L NEGRO,NOBBY,10
V01VAD80534-05,ARNES NEOPRENO CLASSIC T-XL NEGR,NOBBY,16
V01VAD80626-24,ARNES MESH REFLEC. AMARILLO T-M,NOBBY,11
V01VAD80707-01,CORREA NYLON CORDA ROJ/GR 100x18,NOBBY,27
V01VAD80707-06,CORREA NYLON CORDA AZUL 100x18,NOBBY,29
V021686,STOPPER FRESH GATO,ARTICULOS VP,100
V02251417,CALES VACACIONE (12unidades),PECES,27
V027003026,DISPLAY SNACKS ANC LIGHT 70GR,DAPAC PREMIUM SNACK,30
V02723931,DISPLAY SNACKS GRAIN FREE SALMON,DAPAC PREMIUM SNACK,37
V02729360,DISPLAY EASY BARRITAS CACHORROS,DAPAC PREMIUM SNACK,9
V02DOG1003889-TI,SALCHICHA SAUD POLLO-CERDO 1 UNI,DAPAC HUMEDO LATAS-SALCHICHA,3
V02F008,PELOTA DE VOLEYBALL FRESH,ARTICULOS VP,439
/101,CARGO,,10
/49,ABONO,,0
/93,,,0
121Z6147,ZEN PATE CONEJO&VEGE 400 GR.(12),DAPAC SUPER PREMIUM ZEN,82
121Z6148,ZEN PATE BUEY&VEGETA 400 GR,DAPAC SUPER PREMIUM ZEN,87
121Z6523-TIENDA,ZEN PATE ATUN & BACALAO 400 GR.,DAPAC SUPER PREMIUM ZEN,0
121Z6525,ZEN PATE TERNERA&PAVO 400 GR(12),DAPAC SUPER PREMIUM ZEN,100
12220CC20,DAPAC SUPERPREM PUPPY LARGE 20 K,DAPAC BREEDERS SUPER PREMIUM,34
123DAL53NW12,"FRESH COMPLET MEDITER 12K39,9",DAPAC PREMIUM FRESH,110
12912131051-TIEN,GOURM GOLD MOUSSE POLLO 85g (1),NESTLE,0
12912146858,GOURM GOLD MOUSSE SALMON 85 (24),NESTLE,20
12912254213,GOURM GOLD TERRINE POLLO 85 (24),NESTLE,24
12912480187,FELIX SENSA BUE-POLLO-T 12*4*85,NESTLE,8
12912480188,FELIX SENSA SALM-GAMB-T 4*85 (12,NESTLE,13
A2252015017,*** CORREA NYLON REDOND ROJO 5x9,ARPPE,8
DOG0216,COLCHON MULLIDO PANA HUESO 90 CM,PERIS TEXTIL,4
DOG0281,CAMA PINCEL BEIGE 55 CM.,PERIS TEXTIL,6
DOG0288,CAMA PINCEL BURDEOS 70 CM.,PERIS TEXTIL,5
DOG0304,CUNA PREMIUM PANA MARRON 70 CM.,PERIS TEXTIL,4
FOP10680010-TIEN,JAULA PAJARO SARA 1 /jaula,ACCESORIOS DAPAC,1
FOP25710040,CUNA DE PLASTICO 2 64 CM AZUL OS,ACCESORIOS DAPAC,1
FOP25960070,& COMEDERO ENJOY N§.6 3 LTS.,ACCESORIOS DAPAC,14
FOP65014400,"*** COLLAR X-TREME T-L 37/47X2,4",ACCESORIOS DAPAC,9
M47001461,FELINE GASTROINTEST. 100GR(i/d),MONGE,11
M47001461-TIENDA,FELINE GASTROINTEST. 100GR(TARRI,MONGE,5
M47001465-TIENDA,FELINE RECOVERY 100 GR.(TARRINA),MONGE,0
M47008114,CANINE RENAL 12KG(k/d),MONGE,6
M47008131,ENC CANINE MOBILITY 12KG. j/d,MONGE,0
M47008158,"FELINE URINARY STRUVITE 1,5(c/d)",MONGE,6
MC08400170, RAMAL NYLON TIGRE BLCO T-XS,ARTICULOS VP,3
PA405,AISLADOR Z-6 EMPU¥ADURA,CABALLOS ACCESORIOS,37
PRACIL,ENC AQUACIL 700 GR.(ceramica),PECES,0
PRARAS1200,AROWANA STICKS 450 GR.barras,PECES,12
PRBF12,BETTA FOOD 12 GR.,PECES,24
PRBM100,BIOGRAN MEDIUM 45 GR.(agua dulce,PECES,27
PRFIS140,PONDSTICKS ESTANQUE STICK 150 GR,PECES,20
REP10929,PULVERIZADOR DOMESTICO 1 L.,JARDINERIA - SEMILLAS,4
REP14328,ESCOBA JARDIN METAL.22 DIE.RECTA,JARDINERIA - SEMILLAS,0
REP251054,VELA CITRONELA 10 GR(pack 9 uds),JARDINERIA - SEMILLAS,2
S0000005,BANDEJA DE SEMILLEROS GR-Peque¤a,JARDINERIA - SEMILLAS,1
S650501,BERENGENA LARGA MORADA ECO BOLS,JARDINERIA - SEMILLAS,4
SA022700WG,& CASETA ASEO NESTOR BLANC-GRIS,,18
SA02610014,& BANDEJA IRIZ GRIS 42 cm.,,22
SA59080000,& COLUMPIO PERICO MADERA 2 udes.,,19
V01VAD72221,BOTE PELOTA ESPUMA GATO 4 CM(60u,NOBBY,23
V01VAD73164-23, ARNES CLASSI NYLON MARR T-XXS,NOBBY,2
V01VAD73166-01,*** ARNES CLASSIC NYLON ROJO S-M,NOBBY,13
V01VAD73167-64,*** ARNES CLASSIC NYLON FRAM M-L,NOBBY,4
V01VAD73813,COMEDERO ANTIANSIEDAD ROJO 16,NOBBY,3
V01VAD74700-63,*** COLLAR CLASS NYLON CORAL XXS,NOBBY,5
V01VAD75357,& RECAMBIO SLIP XL/2XL 10 Udes.,NOBBY,10
V01VAD78050-05,PETRAL Y CORREA HURONES NEGRO,NOBBY,10
V01VAD78265,*** COLLAR LED RIGIDO ROJ T-L 65,NOBBY,1
V01VAD78506-34,*** ARNES SUAVE AGARRE TUR XS-S,NOBBY,2
V01VAD78510-77,*** COLLAR SUAVE AGARRE FUC XS-S,NOBBY,9
V01VAD78517-77,CORREA SUAVE AGARRE MULTIP FUCSI,NOBBY,1
V01VAD79259-01,& RAMAL AHOGO REDONDO NYL 13 ROJ,NOBBY,2
V01VAD80521-06,COLLAR NEOPRENO CLASSIC XS-S AZU,NOBBY,4
V01VAD80531-01,ARNES NEOPRENO CLASSIC S-M ROJO,NOBBY,8
V01VAD80624-34,*** ARNES MESH REFLEC. TURQ T-XS,NOBBY,0
